Unnamed: 0,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
Team,82.0,19880,2984,6518,0.458,494,1426,0.346,2490,5092,0.489,1452,1931,0.752,875,2553,3428,1548,605,457,1079,1710,7914,2010
Team/G,,242.4,36.4,79.5,0.458,6.0,17.4,0.346,30.4,62.1,0.489,17.7,23.5,0.752,10.7,31.1,41.8,18.9,7.4,5.6,13.2,20.9,96.5,2010
Lg Rank,,5,26,25,17.0,17,17,19.0,22,21,20.0,21,21,19.0,19,13,15,28,12,4,4,16,25,2010
Year/Year,,-0.4%,-1.6%,-1.9%,0.001,-15.1%,-12.6%,-0.01,1.5%,1.5%,0.0,2.9%,3.2%,-0.002,5.7%,5.9%,5.8%,-7.4%,-7.1%,1.3%,5.2%,0.8%,-1.8%,2010
Opponent,82.0,19880,2813,6408,0.439,524,1531,0.342,2289,4877,0.469,1577,2091,0.754,856,2483,3339,1545,517,355,1184,1639,7727,2010
Opponent/G,,242.4,34.3,78.1,0.439,6.4,18.7,0.342,27.9,59.5,0.469,19.2,25.5,0.754,10.4,30.3,40.7,18.8,6.3,4.3,14.4,20.0,94.2,2010
Lg Rank,,5,1,5,2.0,14,20,5.0,1,3,2.0,19,20,11.0,8,15,11,1,3,6,12,25,2,2010
Year/Year,,-0.4%,-3.7%,-0.1%,-0.016,-11.3%,0.8%,-0.047,-1.7%,-0.3%,-0.007,-2.0%,0.2%,-0.017,-4.5%,-2.1%,-2.7%,-6.1%,-2.1%,6.0%,-5.0%,0.4%,-3.9%,2010
Team,82.0,19780,3031,6301,0.481,547,1479,0.37,2484,4822,0.515,1760,2288,0.769,790,2666,3456,1639,544,430,1142,1674,8369,2011
Team/G,,241.2,37.0,76.8,0.481,6.7,18.0,0.37,30.3,58.8,0.515,21.5,27.9,0.769,9.6,32.5,42.1,20.0,6.6,5.2,13.9,20.4,102.1,2011
Lg Rank,,20,19,29,2.0,11,15,7.0,18,27,2.0,3,3,12.0,27,2,9,26,26,9,11,14,8,2011
Year/Year,,-0.5%,1.6%,-3.3%,0.023,10.7%,3.7%,0.023,-0.2%,-5.3%,0.026,21.2%,18.5%,0.017,-9.7%,4.4%,0.8%,5.9%,-10.1%,-5.9%,5.8%,-2.1%,5.7%,2011
Opponent,82.0,19780,2869,6614,0.434,546,1584,0.345,2323,5030,0.462,1473,1980,0.744,864,2349,3213,1651,574,246,1081,1788,7757,2011
Opponent/G,,241.2,35.0,80.7,0.434,6.7,19.3,0.345,28.3,61.3,0.462,18.0,24.1,0.744,10.5,28.6,39.2,20.1,7.0,3.0,13.2,21.8,94.6,2011
Lg Rank,,20,5,13,2.0,18,21,9.0,1,7,4.0,10,17,3.0,9,2,2,5,9,1,28,5,6,2011
Year/Year,,-0.5%,2.0%,3.2%,-0.005,4.2%,3.5%,0.002,1.5%,3.1%,-0.008,-6.6%,-5.3%,-0.01,0.9%,-5.4%,-3.8%,6.9%,11.0%,-30.7%,-8.7%,9.1%,0.4%,2011
Team,66.0,16040,2446,5212,0.469,370,1030,0.359,2076,4182,0.496,1238,1598,0.775,686,2060,2746,1317,585,355,1002,1282,6500,2012
Team/G,,243.0,37.1,79.0,0.469,5.6,15.6,0.359,31.5,63.4,0.496,18.8,24.2,0.775,10.4,31.2,41.6,20.0,8.9,5.4,15.2,19.4,98.5,2012
Lg Rank,,6,12,26,4.0,20,23,10.0,6,14,4.0,6,8,7.0,24,12,21,21,3,10,23,14,7,2012
Year/Year,,0.8%,0.3%,2.8%,-0.012,-16.0%,-13.5%,-0.011,3.8%,7.8%,-0.019,-12.6%,-13.2%,0.005,7.9%,-4.0%,-1.3%,-0.2%,33.6%,2.6%,9.0%,-4.9%,-3.5%,2012
Opponent,66.0,16040,2285,5267,0.434,479,1318,0.363,1806,3949,0.457,1056,1457,0.725,727,1897,2624,1297,549,280,1107,1356,6105,2012
Opponent/G,,243.0,34.6,79.8,0.434,7.3,20.0,0.363,27.4,59.8,0.457,16.0,22.1,0.725,11.0,28.7,39.8,19.7,8.3,4.2,16.8,20.5,92.5,2012
Lg Rank,,6,7,8,5.0,29,27,26.0,1,5,5.0,8,12,1.0,10,3,1,8,26,3,3,8,4,2012
Year/Year,,0.8%,-1.0%,-1.1%,0.0,9.0%,3.4%,0.019,-3.4%,-2.5%,-0.004,-10.9%,-8.6%,-0.019,4.5%,0.3%,1.5%,-2.4%,18.8%,41.4%,27.2%,-5.8%,-2.2%,2012
Team,82.0,19880,3148,6348,0.496,717,1809,0.396,2431,4539,0.536,1423,1887,0.754,676,2490,3166,1890,710,441,1143,1533,8436,2013
Team/G,,242.4,38.4,77.4,0.496,8.7,22.1,0.396,29.6,55.4,0.536,17.4,23.0,0.754,8.2,30.4,38.6,23.0,8.7,5.4,13.9,18.7,102.9,2013
Lg Rank,,4,5,30,1.0,3,6,2.0,19,28,1.0,12,10,16.0,28,16,30,7,3,10,4,8,5,2013
Year/Year,,-0.2%,3.6%,-2.0%,0.027,56.0%,41.4%,0.037,-5.7%,-12.6%,0.039,-7.5%,-5.0%,-0.021,-20.7%,-2.7%,-7.2%,15.5%,-2.3%,-0.0%,-8.2%,-3.8%,4.5%,2013
Opponent,82.0,19880,2919,6633,0.44,624,1783,0.35,2295,4850,0.473,1329,1735,0.766,921,2369,3290,1655,649,262,1280,1673,7791,2013
Opponent/G,,242.4,35.6,80.9,0.44,7.6,21.7,0.35,28.0,59.1,0.473,16.2,21.2,0.766,11.2,28.9,40.1,20.2,7.9,3.2,15.6,20.4,95.0,2013
Lg Rank,,4,6,10,6.0,21,24,11.0,4,5,10.0,8,7,27.0,20,5,5,5,17,1,5,10,5,2013
Year/Year,,-0.2%,2.8%,1.4%,0.006,4.9%,8.9%,-0.013,2.3%,-1.1%,0.016,1.3%,-4.2%,0.041,2.0%,0.5%,0.9%,2.7%,-4.9%,-24.7%,-6.9%,-0.7%,2.7%,2013
Team,82.0,19880,3142,6272,0.501,665,1829,0.364,2477,4443,0.558,1431,1884,0.76,627,2397,3024,1847,732,367,1212,1596,8380,2014
Team/G,,242.4,38.3,76.5,0.501,8.1,22.3,0.364,30.2,54.2,0.558,17.5,23.0,0.76,7.6,29.2,36.9,22.5,8.9,4.5,14.8,19.5,102.2,2014
Lg Rank,,7,12,30,1.0,14,15,12.0,12,29,1.0,15,17,14.0,30,30,30,11,2,18,16,8,12,2014
Year/Year,,0.0%,-0.2%,-1.2%,0.005,-7.3%,1.1%,-0.033,1.9%,-2.1%,0.022,0.6%,-0.2%,0.005,-7.2%,-3.7%,-4.5%,-2.3%,3.1%,-16.8%,6.0%,4.1%,-0.7%,2014
Opponent,82.0,19880,2961,6475,0.457,694,1917,0.362,2267,4558,0.497,1374,1832,0.75,886,2420,3306,1751,667,256,1369,1675,7990,2014
Opponent/G,,242.4,36.1,79.0,0.457,8.5,23.4,0.362,27.6,55.6,0.497,16.8,22.3,0.75,10.8,29.5,40.3,21.4,8.1,3.1,16.7,20.4,97.4,2014
Lg Rank,,7,6,2,16.0,24,26,18.0,2,2,20.0,9,10,5.0,17,2,2,12,23,1,2,16,5,2014
Year/Year,,0.0%,1.4%,-2.4%,0.017,11.2%,7.5%,0.012,-1.2%,-6.0%,0.024,3.4%,5.6%,-0.016,-3.8%,2.2%,0.5%,5.8%,2.8%,-2.3%,7.0%,0.1%,2.6%,2014
Team,82.0,19730,2885,6330,0.456,556,1659,0.335,2329,4671,0.499,1438,1940,0.741,747,2461,3208,1626,642,372,1214,1636,7764,2015
Team/G,,240.6,35.2,77.2,0.456,6.8,20.2,0.335,28.4,57.0,0.499,17.5,23.7,0.741,9.1,30.0,39.1,19.8,7.8,4.5,14.8,20.0,94.7,2015
Lg Rank,,26,28,30,11.0,21,19,24.0,24,25,9.0,11,10,22.0,29,28,30,30,13,18,21,14,27,2015
Year/Year,,-0.8%,-8.2%,0.9%,-0.045,-16.4%,-9.3%,-0.028,-6.0%,5.1%,-0.059,0.5%,3.0%,-0.018,19.1%,2.7%,6.1%,-12.0%,-12.3%,1.4%,0.2%,2.5%,-7.4%,2015
Opponent,82.0,19730,2960,6523,0.454,666,1887,0.353,2294,4636,0.495,1391,1905,0.73,894,2467,3361,1748,646,359,1215,1715,7977,2015
Opponent/G,,240.6,36.1,79.5,0.454,8.1,23.0,0.353,28.0,56.5,0.495,17.0,23.2,0.73,10.9,30.1,41.0,21.3,7.9,4.4,14.8,20.9,97.3,2015
Lg Rank,,26,5,1,19.0,19,20,20.0,4,1,23.0,13,16,1.0,14,2,2,11,18,8,11,8,6,2015
Year/Year,,-0.8%,-0.0%,0.7%,-0.004,-4.0%,-1.6%,-0.009,1.2%,1.7%,-0.003,1.2%,4.0%,-0.02,0.9%,1.9%,1.7%,-0.2%,-3.1%,40.2%,-11.2%,2.4%,-0.2%,2015
Team,82.0,19830,3150,6697,0.47,498,1480,0.336,2652,5217,0.508,1406,1889,0.744,807,2811,3618,1709,553,531,1155,1502,8204,2016
Team/G,,241.8,38.4,81.7,0.47,6.1,18.0,0.336,32.3,63.6,0.508,17.1,23.0,0.744,9.8,34.3,44.1,20.8,6.7,6.5,14.1,18.3,100.0,2016
Lg Rank,,11,13,27,4.0,28,28,27.0,4,9,8.0,18,14,23.0,22,6,13,23,27,1,14,4,23,2016
Year/Year,,0.5%,9.2%,5.8%,0.015,-10.4%,-10.8%,0.001,13.9%,11.7%,0.01,-2.2%,-2.6%,0.003,8.0%,14.2%,12.8%,5.1%,-13.9%,42.7%,-4.9%,-8.2%,5.7%,2016
Opponent,82.0,19830,3054,6914,0.442,605,1742,0.347,2449,5172,0.474,1356,1761,0.77,803,2580,3383,1657,612,337,1060,1608,8069,2016
Opponent/G,,241.8,37.2,84.3,0.442,7.4,21.2,0.347,29.9,63.1,0.474,16.5,21.5,0.77,9.8,31.5,41.3,20.2,7.5,4.1,12.9,19.6,98.4,2016
Lg Rank,,11,8,13,9.0,3,3,12.0,19,24,6.0,7,5,27.0,10,6,6,2,10,4,27,20,5,2016
Year/Year,,0.5%,3.2%,6.0%,-0.012,-9.2%,-7.7%,-0.006,6.8%,11.6%,-0.021,-2.5%,-7.6%,0.04,-10.2%,4.6%,0.7%,-5.2%,-5.3%,-6.1%,-12.8%,-6.2%,1.2%,2016
Team,82.0,19780,3202,7037,0.455,808,2213,0.365,2394,4824,0.496,1248,1768,0.706,872,2705,3577,1742,588,469,1102,1680,8460,2017
Team/G,,241.2,39.0,85.8,0.455,9.9,27.0,0.365,29.2,58.8,0.496,15.2,21.6,0.706,10.6,33.0,43.6,21.2,7.2,5.7,13.4,20.5,103.2,2017
Lg Rank,,18,18,14,15.0,12,12,12.0,18,15,18.0,28,26,30.0,11,20,15,22,22,3,11,20,21,2017
Year/Year,,-0.3%,1.7%,5.1%,-0.015,62.2%,49.5%,0.029,-9.7%,-7.5%,-0.012,-11.2%,-6.4%,-0.038,8.1%,-3.8%,-1.1%,1.9%,6.3%,-11.7%,-4.6%,11.9%,3.1%,2017
Opponent,82.0,19780,3108,6904,0.45,639,1864,0.343,2469,5040,0.49,1518,1940,0.782,837,2737,3574,1611,556,398,1121,1530,8373,2017
Opponent/G,,241.2,37.9,84.2,0.45,7.8,22.7,0.343,30.1,61.5,0.49,18.5,23.7,0.782,10.2,33.4,43.6,19.6,6.8,4.9,13.7,18.7,102.1,2017
Lg Rank,,18,6,10,7.0,1,1,3.0,20,28,5.0,19,17,27.0,14,18,15,2,5,14,19,27,5,2017
Year/Year,,-0.3%,1.8%,-0.1%,0.008,5.6%,7.0%,-0.004,0.8%,-2.6%,0.016,11.9%,10.2%,0.012,4.2%,6.1%,5.6%,-2.8%,-9.2%,18.1%,5.8%,-4.9%,3.8%,2017
Team,82.0,19930,3184,6997,0.455,903,2506,0.36,2281,4491,0.508,1209,1601,0.755,763,2801,3564,1862,620,437,1179,1648,8480,2018
Team/G,,243.0,38.8,85.3,0.455,11.0,30.6,0.36,27.8,54.8,0.508,14.7,19.5,0.755,9.3,34.2,43.5,22.7,7.6,5.3,14.4,20.1,103.4,2018
Lg Rank,,2,19,23,17.0,11,9,16.0,22,22,15.0,26,25,22.0,21,13,18,17,21,6,16,20,23,2018
Year/Year,,0.8%,-0.6%,-0.6%,0.0,11.8%,13.2%,-0.005,-4.7%,-6.9%,0.012,-3.1%,-9.4%,0.049,-12.5%,3.5%,-0.4%,6.9%,5.4%,-6.8%,7.0%,-1.9%,0.2%,2018
Opponent,82.0,19930,3090,6873,0.45,785,2181,0.36,2305,4692,0.491,1476,1885,0.783,744,2791,3535,1720,616,378,1160,1587,8441,2018
Opponent/G,,243.0,37.7,83.8,0.45,9.6,26.6,0.36,28.1,57.2,0.491,18.0,23.0,0.783,9.1,34.0,43.1,21.0,7.5,4.6,14.1,19.4,102.9,2018
Lg Rank,,2,4,6,7.0,6,6,13.0,8,16,7.0,25,22,26.0,6,19,15,3,13,10,18,21,4,2018
Year/Year,,0.8%,-0.6%,-0.4%,-0.001,22.8%,17.0%,0.017,-6.6%,-6.9%,0.001,-2.8%,-2.8%,0.001,-11.1%,2.0%,-1.1%,6.8%,10.8%,-5.0%,3.5%,3.7%,0.8%,2018
Team,82.0,19730,3251,7218,0.45,928,2658,0.349,2323,4560,0.509,1238,1782,0.695,921,2879,3800,1991,627,448,1208,1712,8668,2019
Team/G,,240.6,39.6,88.0,0.45,11.3,32.4,0.349,28.3,55.6,0.509,15.1,21.7,0.695,11.2,35.1,46.3,24.3,7.6,5.5,14.7,20.9,105.7,2019
Lg Rank,,27,24,21,22.0,15,14,21.0,22,20,20.0,29,22,30.0,7,15,10,17,14,4,23,15,26,2019
Year/Year,,-1.0%,2.1%,3.2%,-0.005,2.8%,6.1%,-0.011,1.8%,1.5%,0.002,2.4%,11.3%,-0.06,20.7%,2.8%,6.6%,6.9%,1.1%,2.5%,2.5%,3.9%,2.2%,2019
Opponent,82.0,19730,3141,7116,0.441,973,2717,0.358,2168,4399,0.493,1432,1861,0.769,831,2792,3623,1913,612,389,1159,1652,8687,2019
Opponent/G,,240.6,38.3,86.8,0.441,11.9,33.1,0.358,26.4,53.6,0.493,17.5,22.7,0.769,10.1,34.0,44.2,23.3,7.5,4.7,14.1,20.1,105.9,2019
Lg Rank,,27,2,6,2.0,21,21,17.0,2,2,2.0,14,13,18.0,13,7,9,4,15,11,13,22,2,2019
Year/Year,,-1.0%,1.7%,3.5%,-0.008,23.9%,24.6%,-0.002,-5.9%,-6.2%,0.002,-3.0%,-1.3%,-0.014,11.7%,0.0%,2.5%,11.2%,-0.6%,2.9%,-0.1%,4.1%,2.9%,2019
Team,73.0,17745,2880,6160,0.468,979,2584,0.379,1901,3576,0.532,1440,1840,0.783,620,2619,3239,1892,547,332,1088,1501,8179,2020
Team/G,,243.1,39.5,84.4,0.468,13.4,35.4,0.379,26.0,49.0,0.532,19.7,25.2,0.783,8.5,35.9,44.4,25.9,7.5,4.5,14.9,20.6,112.0,2020
Lg Rank,,3,26,30,10.0,6,9,2.0,28,29,8.0,5,4,13.0,29,6,17,5,18,21,18,13,15,2020
Year/Year,,1.0%,-0.5%,-4.1%,0.017,18.5%,9.2%,0.03,-8.1%,-11.9%,0.022,30.7%,16.0%,0.088,-24.4%,2.2%,-4.3%,6.7%,-2.0%,-16.8%,1.2%,-1.5%,6.0%,2020
Opponent,73.0,17745,2831,6326,0.448,956,2753,0.347,1875,3573,0.525,1346,1720,0.783,674,2431,3105,1794,545,302,1022,1584,7964,2020
Opponent/G,,243.1,38.8,86.7,0.448,13.1,37.7,0.347,25.7,48.9,0.525,18.4,23.6,0.783,9.2,33.3,42.5,24.6,7.5,4.1,14.0,21.7,109.1,2020
Lg Rank,,3,3,6,7.0,24,28,6.0,3,1,15.0,18,16,22.0,5,6,3,15,13,4,21,7,10,2020
Year/Year,,1.0%,1.2%,-0.1%,0.006,10.4%,13.8%,-0.011,-2.9%,-8.8%,0.032,5.6%,3.8%,0.013,-8.9%,-2.2%,-3.7%,5.3%,0.0%,-12.8%,-0.9%,7.7%,3.0%,2020
